ID	Concept	Doculect	Value	Tokens
8408	salt	b41shira	keebu	k e e b u
8409	sand	b41shira	musyeɣi	m u s j e ɣ i
8410	see	b41shira	ɣulabə	ɣ u l a b ə
8411	send	b41shira	ɣu-rum-ə	ɣ u r u m ə
8412	shame	b41shira	ɣisoɲi	ɣ i s o ɲ i
8413	sing	b41shira	ɣuumbə	ɣ u u m b ə
8414	skin	b41shira	ɣikatə	ɣ i k a t ə
8415	sky	b41shira	yuulu	j u u l u
8416	sleep	b41shira	ɣiyelu	ɣ i j e l u
8417	smoke	b41shira	mutsuruvi	m u ts u r u v i
8418	snake	b41shira	ɲoɣə	ɲ o ɣ ə
8419	spear	b41shira	dikoŋgu	d i k o ŋ g u
8420	steal	b41shira	ɣudaɣə	ɣ u d a ɣ ə
8421	stone	b41shira	dimaɲi	d i m a ɲ i
8422	sun	b41shira	dyuumbi	d j u u m b i
8423	tail	b41shira	muɣilə	m u ɣ i l ə
8424	ten	b41shira	diɣumi	d i ɣ u m i
8425	three	b41shira	reru	r e r u
8426	tongue	b41shira	dulimi	d u l i m i
8427	tooth	b41shira	diinu	d i i n u
8428	tree	b41shira	muri	m u r i
8429	two	b41shira	beyi	b e j i
8430	urine	b41shira	masubə	m a s u b ə
8431	village	b41shira	diimbu	d i i m b u
8432	vomit	b41shira	ɣuluɣə	ɣ u l u ɣ ə
8433	walk	b41shira	ɣwəndə	ɣ w ə n d ə
8434	war	b41shira	mutsiiŋgu	m u ts i i ŋ g u
8435	water	b41shira	maambə	m a a m b ə
8436	wind	b41shira	puuŋgə	p u u ŋ g ə
8437	woman	b41shira	muɣeetu	m u ɣ e e t u
8438	animal	b42sangumb	ɲamə	ɲ a m ə
8439	ashes	b42sangumb	dibuufu	d i b u u f u
8440	bark	b42sangumb	disuuŋgu	d i s u u ŋ g u
8441	belly	b42sangumb	difumu	d i f u m u
8442	big	b42sangumb	unenə	u n e n ə
8443	bird	b42sangumb	ɲoɲi	ɲ o ɲ i
8444	bite	b42sangumb	ukaɣə	u k a ɣ ə
8445	blood	b42sangumb	maluuŋgu	m a l u u ŋ g u
8446	bone	b42sangumb	ivisi	i v i s i
8447	breast	b42sangumb	dibeenə	d i b e e n ə
8448	burn	b42sangumb	uyokə	u j o k ə
8449	child	b42sangumb	mwanə	m w a n ə
8450	cloud	b42sangumb	ipumə	i p u m ə
8451	come	b42sangumb	u-ru-uɣ-ə	u r u u ɣ ə
8452	count	b42sangumb	uraŋgə	u r a ŋ g ə
8453	dew	b42sangumb	disalə	d i s a l ə
8454	die	b42sangumb	ufu	u f u
8455	dog	b42sangumb	mondə	m o n d ə
8456	drink	b42sangumb	unu	u n u
8457	ear	b42sangumb	dyaaru	d j a a r u
8458	eat	b42sangumb	u-yi	u j i
8459	egg	b42sangumb	diki	d i k i
8460	elephant	b42sangumb	nzawu	n z a w u
8461	eye	b42sangumb	diisu	d i i s u
8462	fall	b42sangumb	uberuɣu	u b e r u ɣ u
8463	fat, oil	b42sangumb	matsimaɲama	m a ts i m a ɲ a m a
8464	feather	b42sangumb	ditsalə	d i ts a l ə
8465	fingernail	b42sangumb	diɲalə	d i ɲ a l ə
8466	fire	b42sangumb	mbawu	m b a w u
8467	fire-wood	b42sangumb	isotsu	i s o ts u
8468	fish	b42sangumb	isoonzi	i s o o n z i
8469	five	b42sangumb	raanu	r a a n u
8470	fly	b42sangumb	upurumuɣe	u p u r u m u ɣ e
8471	four	b42sangumb	biibina	b i i b i n a
8472	give	b42sangumb	uveɣə	u v e ɣ ə
8473	goat	b42sangumb	tabəkeŋgi	t a b ə k e ŋ g i
8474	ground, soil	b42sangumb	mutambə	m u t a m b ə
8475	hair	b42sangumb	dinaŋgə	d i n a ŋ g ə
8476	head	b42sangumb	muru	m u r u
8477	hear	b42sangumb	uyulu	u j u l u
8478	heart	b42sangumb	murimə	m u r i m ə
8479	horn	b42sangumb	tsembu	ts e m b u
8480	house	b42sangumb	ndaɣu	n d a ɣ u
8481	hunger	b42sangumb	ndzalə	n dz a l ə
8482	intestine	b42sangumb	musopu	m u s o p u
8483	iron	b42sangumb	budilu	b u d i l u
8484	kill	b42sangumb	ubokə	u b o k ə
8485	knee	b42sangumb	diɣonuŋgu	d i ɣ o n u ŋ g u
8486	knife	b42sangumb	mbetsi	m b e ts i
8487	know	b42sangumb	uyabə	u j a b ə
8488	leaf	b42sangumb	diɣayi	d i ɣ a j i
8489	liver	b42sangumb	dibali	d i b a l i
8490	louse	b42sangumb	tsinə	ts i n ə
8491	man	b42sangumb	dibaɣələ	d i b a ɣ ə l ə
8492	moon	b42sangumb	tsuuŋgi	ts u u ŋ g i
8493	mouth	b42sangumb	munə	m u n ə
8494	name	b42sangumb	nduɣə	n d u ɣ ə
8495	navel	b42sangumb	diɣumbə	d i ɣ u m b ə
8496	neck	b42sangumb	diɣɔrə	d i ɣ ɔ r ə
8497	night	b42sangumb	dibeeti	d i b e e t i
8498	nose	b42sangumb	mbasu	m b a s u
8499	one	b42sangumb	moosi	m o o s i
8500	person	b42sangumb	mutu	m u t u
8501	rain	b42sangumb	fulə	f u l ə
8502	road	b42sangumb	nzilə	n z i l ə
8503	root	b42sangumb	mukaaŋgə	m u k a a ŋ g ə
8504	salt	b42sangumb	kyebu	k j e b u
8505	sand	b42sangumb	museɣi	m u s e ɣ i
8506	see	b42sangumb	ulabə	u l a b ə
8507	send	b42sangumb	u-sind-iɣə	u s i n d i ɣ ə
8508	shame	b42sangumb	tsoɲi	ts o ɲ i
8509	sing	b42sangumb	uyimbə	u j i m b ə
8510	skin	b42sangumb	ikatə	i k a t ə
8511	sky	b42sangumb	yuulu	j u u l u
8512	sleep	b42sangumb	ɣiyolu	ɣ i j o l u
8513	smoke	b42sangumb	nzumbili	n z u m b i l i
8514	snake	b42sangumb	ɲoɣə	ɲ o ɣ ə
8515	spear	b42sangumb	dikooŋgu	d i k o o ŋ g u
8516	steal	b42sangumb	uyibə	u j i b ə
8517	stone	b42sangumb	dimaɲi	d i m a ɲ i
8518	sun	b42sangumb	dyuumbi	d j u u m b i
8519	tail	b42sangumb	muɣilə	m u ɣ i l ə
8520	ten	b42sangumb	diɣumi	d i ɣ u m i
8521	three	b42sangumb	reru	r e r u
8522	tongue	b42sangumb	dilimi	d i l i m i
8523	tooth	b42sangumb	dinu	d i n u
8524	tree	b42sangumb	mwiri	m w i r i
8525	two	b42sangumb	beyi	b e j i
8526	urine	b42sangumb	məsubə	m ə s u b ə
8527	village	b42sangumb	diimbu	d i i m b u
8528	vomit	b42sangumb	uluɣə	u l u ɣ ə
8529	walk	b42sangumb	uyendə	u j e n d ə
8530	war	b42sangumb	mutsiiŋgu	m u ts i i ŋ g u
8531	water	b42sangumb	maambə	m a a m b ə
8532	wind	b42sangumb	divuɣə	d i v u ɣ ə
8533	woman	b42sangumb	muɣyeetu	m u ɣ j e e t u
8534	animal	b42sangumi	ɲamə	ɲ a m ə
8535	arm	b42sangumi	ɣooɣu	ɣ o o ɣ u
8536	ashes	b42sangumi	dibuufu	d i b u u f u
8537	bark	b42sangumi	disuuŋgu	d i s u u ŋ g u
8538	bed	b42sangumi	taaŋgi	t a a ŋ g i
8539	belly	b42sangumi	difumu	d i f u m u
8540	big	b42sangumi	lə	l ə
8541	bird	b42sangumi	ɲoɲi	ɲ o ɲ i
8542	bite	b42sangumi	ukaɣə	u k a ɣ ə
8543	blood	b42sangumi	maluuŋgu	m a l u u ŋ g u
8544	bone	b42sangumi	iβisi	i β i s i
8545	breast	b42sangumi	dibɛɛnə	d i b ɛ ɛ n ə
8546	burn	b42sangumi	uyɔkə	u j ɔ k ə
8547	child	b42sangumi	mwanə	m w a n ə
8548	cloud	b42sangumi	ipumə	i p u m ə
8549	come	b42sangumi	u-yits-ə	u j i ts ə
8550	count	b42sangumi	utalə	u t a l ə
8551	dew	b42sangumi	disalə	d i s a l ə
8552	die	b42sangumi	ufu	u f u
8553	dog	b42sangumi	mɔɔndə	m ɔ ɔ n d ə
8554	drink	b42sangumi	unu	u n u
8555	ear	b42sangumi	dyaru	d j a r u
8556	eat	b42sangumi	u-yi	u j i
8557	egg	b42sangumi	diki	d i k i
8558	elephant	b42sangumi	ndzawu	n dz a w u
8559	eye	b42sangumi	diisu	d i i s u
8560	face	b42sangumi	mbaləŋgə	m b a l ə ŋ g ə
8561	fall	b42sangumi	ulaɣə	u l a ɣ ə
8562	fat, oil	b42sangumi	maatsi	m a a ts i
8563	feather	b42sangumi	ditsalə	d i ts a l ə
8564	fingernail	b42sangumi	diɲalə	d i ɲ a l ə
8565	fire	b42sangumi	mbawu	m b a w u
8566	fire-wood	b42sangumi	isotsu	i s o ts u
8567	fish	b42sangumi	ibɛrə	i b ɛ r ə
8568	five	b42sangumi	raanu	r a a n u
8569	fly	b42sangumi	uβɛləmə	u β ɛ l ə m ə
8570	four	b42sangumi	nə	n ə
8571	give	b42sangumi	uβɛɛɣə	u β ɛ ɛ ɣ ə
8572	goat	b42sangumi	tabə	t a b ə
8573	ground, soil	b42sangumi	mutambə	m u t a m b ə
8574	hair	b42sangumi	dinaŋgə	d i n a ŋ g ə
8575	head	b42sangumi	muru	m u r u
8576	hear	b42sangumi	uyulu	u j u l u
8577	heart	b42sangumi	murimə	m u r i m ə
8578	horn	b42sangumi	tseembu	ts e e m b u
8579	house	b42sangumi	ndaɣu	n d a ɣ u
8580	hunger	b42sangumi	ndzalə	n dz a l ə
8581	intestine	b42sangumi	musopu	m u s o p u
8582	iron	b42sangumi	mwaŋgə	m w a ŋ g ə
8583	kill	b42sangumi	ubɔkə	u b ɔ k ə
8584	knee	b42sangumi	diɣonuŋgu	d i ɣ o n u ŋ g u
8585	knife	b42sangumi	mbetsi	m b e ts i
8586	know	b42sangumi	uyaabə	u j a a b ə
8587	leaf	b42sangumi	diɣayi	d i ɣ a j i
8588	leg	b42sangumi	ɣyoru	ɣ j o r u
8589	liver	b42sangumi	dibali	d i b a l i
8590	louse	b42sangumi	tsinə	ts i n ə
8591	man	b42sangumi	dibaɣələ	d i b a ɣ ə l ə
8592	moon	b42sangumi	tsuuŋgi	ts u u ŋ g i
8593	mouth	b42sangumi	munə	m u n ə
8594	name	b42sangumi	dinə	d i n ə
8595	navel	b42sangumi	diɣumbə	d i ɣ u m b ə
8596	neck	b42sangumi	diɣɔrə	d i ɣ ɔ r ə
8597	night	b42sangumi	dibeeti	d i b e e t i
8598	nose	b42sangumi	mbasu	m b a s u
8599	one	b42sangumi	moosi	m o o s i
8600	person	b42sangumi	mutu	m u t u
8601	rain	b42sangumi	fulə	f u l ə
8602	road	b42sangumi	nzilə	n z i l ə
8603	root	b42sangumi	mukaŋgə	m u k a ŋ g ə
8604	salt	b42sangumi	kyebu	k j e b u
8605	sand	b42sangumi	museɣi	m u s e ɣ i
8606	see	b42sangumi	ulabə	u l a b ə
8607	send	b42sangumi	u-sind-iɣə	u s i n d i ɣ ə
8608	shame	b42sangumi	tsoɲi	ts o ɲ i
8609	sing	b42sangumi	uyimbə	u j i m b ə
8610	skin	b42sangumi	ikatə	i k a t ə
8611	sky	b42sangumi	yulu	j u l u
8612	sleep	b42sangumi	ɣyolu	ɣ j o l u
8613	smoke	b42sangumi	nzumbili	n z u m b i l i
8614	snake	b42sangumi	ɲɔɣə	ɲ ɔ ɣ ə
8615	spear	b42sangumi	dikooŋgu	d i k o o ŋ g u
8616	steal	b42sangumi	uyibə	u j i b ə
8617	stone	b42sangumi	dimaɲi	d i m a ɲ i
8618	sun	b42sangumi	ɲaŋgu	ɲ a ŋ g u
8619	tail	b42sangumi	muɣilə	m u ɣ i l ə
8620	ten	b42sangumi	diɣumi	d i ɣ u m i
8621	three	b42sangumi	reru	r e r u
8622	tongue	b42sangumi	dilimi	d i l i m i
8623	tooth	b42sangumi	dinu	d i n u
8624	tree	b42sangumi	mwiri	m w i r i
8625	two	b42sangumi	beyi	b e j i
8626	urine	b42sangumi	masubə	m a s u b ə
8627	village	b42sangumi	diimbu	d i i m b u
8628	vomit	b42sangumi	uluɣə	u l u ɣ ə
8629	walk	b42sangumi	uyɛndə	u j ɛ n d ə
8630	water	b42sangumi	maambə	m a a m b ə
8631	wind	b42sangumi	diβuɣə	d i β u ɣ ə
8632	woman	b42sangumi	muɣyetu	m u ɣ j e t u
8633	animal	b43punu	ɲamə	ɲ a m ə
8634	arm	b43punu	dikakə	d i k a k ə
8635	ashes	b43punu	dibuufu	d i b u u f u
8636	bark	b43punu	yibalu	j i b a l u
8637	belly	b43punu	mooyi	m o o j i
8638	big	b43punu	uneni	u n e n i
8639	bird	b43punu	tsoli	ts o l i
8640	bite	b43punu	uɣakə	u ɣ a k ə
8641	blood	b43punu	maluuŋgu	m a l u u ŋ g u
8642	bone	b43punu	yiviisi	j i v i i s i
8643	breast	b43punu	dibeeni	d i b e e n i
8644	burn	b43punu	uɲenzə	u ɲ e n z ə
8645	child	b43punu	mwaanə	m w a a n ə
8646	cloud	b43punu	yiduduumbi	j i d u d u u m b i
8647	come	b43punu	u-ru-uɣ-ə	u r u u ɣ ə
8648	count	b43punu	uraŋgə	u r a ŋ g ə
8649	dew	b43punu	disalə	d i s a l ə
8650	die	b43punu	ufu	u f u
8651	dog	b43punu	mondi	m o n d i
8652	drink	b43punu	unu	u n u
8653	ear	b43punu	ditudʒi	d i t u dʒ i
8654	eat	b43punu	u-dʒi	u dʒ i
8655	egg	b43punu	dyaki	d j a k i
8656	elephant	b43punu	nzawu	n z a w u
8657	eye	b43punu	diisu	d i i s u
8658	fall	b43punu	uberuɣə	u b e r u ɣ ə
8659	fat, oil	b43punu	maatsimaɲamə	m a a ts i m a ɲ a m ə
8660	feather	b43punu	dusalə	d u s a l ə
8661	fingernail	b43punu	dwalə	d w a l ə
8662	fire	b43punu	mudʒi	m u dʒ i
8663	fire-wood	b43punu	mukaanzu	m u k a a n z u
8664	fish	b43punu	ɲaməmaambə	ɲ a m ə m a a m b ə
8665	five	b43punu	raanu	r a a n u
8666	fly	b43punu	upurumuɣə	u p u r u m u ɣ ə
8667	four	b43punu	nə	n ə
8668	give	b43punu	uveɣə	u v e ɣ ə
8669	goat	b43punu	tabəmupusə	t a b ə m u p u s ə
8670	ground, soil	b43punu	butambə	b u t a m b ə
8671	hair	b43punu	dunaaŋgə	d u n a a ŋ g ə
8672	head	b43punu	muru	m u r u
8673	hear	b43punu	uɣuulu	u ɣ u u l u
8674	heart	b43punu	murimə	m u r i m ə
8675	horn	b43punu	disiyi	d i s i j i
8676	house	b43punu	ndaɣu	n d a ɣ u
8677	hunger	b43punu	nzalə	n z a l ə
8678	intestine	b43punu	musopu	m u s o p u
8679	iron	b43punu	budilu	b u d i l u
8680	kill	b43punu	ubokə	u b o k ə
8681	knee	b43punu	dikootulu	d i k o o t u l u
8682	knife	b43punu	dibaɣə	d i b a ɣ ə
8683	know	b43punu	udʒaabə	u dʒ a a b ə
8684	leaf	b43punu	duɣadʒi	d u ɣ a dʒ i
8685	leg	b43punu	ditaambi	d i t a a m b i
8686	liver	b43punu	mboombu	m b o o m b u
8687	louse	b43punu	dutsinə	d u ts i n ə
8688	man	b43punu	dibaalə	d i b a a l ə
8689	moon	b43punu	tsuuŋgi	ts u u ŋ g i
8690	mouth	b43punu	munu	m u n u
8691	name	b43punu	diinə	d i i n ə
8692	navel	b43punu	diɣumbə	d i ɣ u m b ə
8693	neck	b43punu	kiŋgu	k i ŋ g u
8694	night	b43punu	mukolu	m u k o l u
8695	nose	b43punu	mbasu	m b a s u
8696	one	b43punu	yimoosi	j i m o o s i
8697	person	b43punu	mutu	m u t u
8698	rain	b43punu	mfulə	m f u l ə
8699	road	b43punu	nzilə	n z i l ə
8700	root	b43punu	duŋgaanzi	d u ŋ g a a n z i
8701	salt	b43punu	musayi	m u s a j i
8702	sand	b43punu	yisyeyi	j i s j e j i
8703	see	b43punu	ulabə	u l a b ə
8704	send	b43punu	u-tiind-ə	u t i i n d ə
8705	shame	b43punu	yisoɲi	j i s o ɲ i
8706	sing	b43punu	uwimbilə	u w i m b i l ə
8707	skin	b43punu	muɣande	m u ɣ a n d e
8708	sky	b43punu	dʒuulu	dʒ u u l u
8709	sleep	b43punu	yilu	j i l u
8710	smoke	b43punu	nzumbili	n z u m b i l i
8711	snake	b43punu	ɲoɣə	ɲ o ɣ ə
8712	spear	b43punu	dikooŋgu	d i k o o ŋ g u
8713	steal	b43punu	udaɣə	u d a ɣ ə
8714	stone	b43punu	dimaɲi	d i m a ɲ i
8715	sun	b43punu	wiisi	w i i s i
8716	tail	b43punu	muyilə	m u j i l ə
8717	ten	b43punu	diɣumi	d i ɣ u m i
8718	three	b43punu	ryeru	r j e r u
8719	tongue	b43punu	dulimi	d u l i m i
8720	tooth	b43punu	diinu	d i i n u
8721	tree	b43punu	mwiri	m w i r i
8722	two	b43punu	bedʒi	b e dʒ i
8723	urine	b43punu	masubə	m a s u b ə
8724	village	b43punu	diimbu	d i i m b u
8725	vomit	b43punu	uluɣə	u l u ɣ ə
8726	walk	b43punu	uwəndə	u w ə n d ə
8727	war	b43punu	mutsiiŋgu	m u ts i i ŋ g u
8728	water	b43punu	maambə	m a a m b ə
8729	wind	b43punu	puuŋgə	p u u ŋ g ə
8730	woman	b43punu	muɣeetu	m u ɣ e e t u
8731	animal	b44lumbu	mbitsi	m b i ts i
8732	arm	b44lumbu	dikandə	d i k a n d ə
8733	ashes	b44lumbu	dibuufu	d i b u u f u
8734	bark	b44lumbu	dùbálì dú mwírì	d u b a l i + d u + m w i r i
8735	belly	b44lumbu	yifumu	j i f u m u
8736	big	b44lumbu	uneni	u n e n i
8737	bird	b44lumbu	nuni	n u n i
8738	bite	b44lumbu	uɣakə	u ɣ a k ə
8739	blood	b44lumbu	meeŋgə	m e e ŋ g ə
8740	bone	b44lumbu	muveesi	m u v e e s i
8741	breast	b44lumbu	dibeeni	d i b e e n i
8742	burn	b44lumbu	ulayisi	u l a j i s i
8743	child	b44lumbu	mwaanə	m w a a n ə
8744	cloud	b44lumbu	diduŋgə	d i d u ŋ g ə
8745	come	b44lumbu	u-t-uɣ-ə	u t u ɣ ə
8746	count	b44lumbu	uraŋgə	u r a ŋ g ə
8747	dew	b44lumbu	dinoɣu	d i n o ɣ u
8748	die	b44lumbu	ufu	u f u
8749	dog	b44lumbu	mondi	m o n d i
8750	drink	b44lumbu	unu	u n u
8751	ear	b44lumbu	dyaaru	d j a a r u
8752	eat	b44lumbu	u-yi	u j i
8753	egg	b44lumbu	diki	d i k i
8754	elephant	b44lumbu	nzawu	n z a w u
8755	eye	b44lumbu	diisu	d i i s u
8756	fall	b44lumbu	uberuɣə	u b e r u ɣ ə
8757	fat, oil	b44lumbu	muleembumbitsi	m u l e e m b u m b i ts i
8758	feather	b44lumbu	dusalə	d u s a l ə
8759	fingernail	b44lumbu	duŋgoŋgulə	d u ŋ g o ŋ g u l ə
8760	fire	b44lumbu	mbaatsu	m b a a ts u
8761	fire-wood	b44lumbu	kuɲi	k u ɲ i
8762	fish	b44lumbu	mbitsimaambə	m b i ts i m a a m b ə
8763	five	b44lumbu	raanu	r a a n u
8764	fly	b44lumbu	upuruɣə	u p u r u ɣ ə
8765	four	b44lumbu	nə	n ə
8766	give	b44lumbu	uveɣə	u v e ɣ ə
8767	goat	b44lumbu	koombu	k o o m b u
8768	ground, soil	b44lumbu	butoɣu	b u t o ɣ u
8769	hair	b44lumbu	muleŋgi	m u l e ŋ g i
8770	head	b44lumbu	muru	m u r u
8771	hear	b44lumbu	uɣuulu	u ɣ u u l u
8772	heart	b44lumbu	murimə	m u r i m ə
8773	horn	b44lumbu	dísíhí	d i s i h i
8774	house	b44lumbu	nzubu	n z u b u
8775	hunger	b44lumbu	nzalə	n z a l ə
8776	intestine	b44lumbu	mwili	m w i l i
8777	iron	b44lumbu	butali	b u t a l i
8778	kill	b44lumbu	ubokə	u b o k ə
8779	knee	b44lumbu	diɣuŋgulu	d i ɣ u ŋ g u l u
8780	knife	b44lumbu	mbeli	m b e l i
8781	know	b44lumbu	uyabə	u j a b ə
8782	leaf	b44lumbu	diɣayi	d i ɣ a j i
8783	leg	b44lumbu	ditaambi	d i t a a m b i
8784	liver	b44lumbu	duboombu	d u b o o m b u
8785	louse	b44lumbu	dutsinə	d u ts i n ə
8786	man	b44lumbu	dibaɣələ	d i b a ɣ ə l ə
8787	moon	b44lumbu	ŋgoondi	ŋ g o o n d i
8788	mouth	b44lumbu	munu	m u n u
8789	name	b44lumbu	diinə	d i i n ə
8790	navel	b44lumbu	muɣumbə	m u ɣ u m b ə
8791	neck	b44lumbu	yimenu	j i m e n u
8792	night	b44lumbu	bwilu	b w i l u
8793	nose	b44lumbu	diyilu	d i j i l u
8794	one	b44lumbu	mviimbə	m v i i m b ə
8795	person	b44lumbu	mutu	m u t u
8796	rain	b44lumbu	mvulə	m v u l ə
8797	road	b44lumbu	nzilə	n z i l ə
8798	root	b44lumbu	duŋgaanzi	d u ŋ g a a n z i
8799	salt	b44lumbu	saalu	s a a l u
8800	sand	b44lumbu	gisiegi	g i s i e g i
8801	see	b44lumbu	umonə	u m o n ə
8802	send	b44lumbu	u-fiil-ə	u f i i l ə
8803	shame	b44lumbu	tsitsoɲi	ts i ts o ɲ i
8804	sing	b44lumbu	uwimbilə	u w i m b i l ə
8805	skin	b44lumbu	muɣande	m u ɣ a n d e
8806	sky	b44lumbu	diyuulu	d i j u u l u
8807	sleep	b44lumbu	yilu	j i l u
8808	smoke	b44lumbu	mwiisimbaatsu	m w i i s i m b a a ts u
8809	snake	b44lumbu	ɲoɣə	ɲ o ɣ ə
8810	spear	b44lumbu	dyoŋgə	d j o ŋ g ə
8811	steal	b44lumbu	uwibə	u w i b ə
8812	stone	b44lumbu	dimaɲi	d i m a ɲ i
8813	sun	b44lumbu	bwiisi	b w i i s i
8814	tail	b44lumbu	muyilə	m u j i l ə
8815	ten	b44lumbu	kumi	k u m i
8816	three	b44lumbu	tatu	t a t u
8817	tongue	b44lumbu	dulimi	d u l i m i
8818	tooth	b44lumbu	dinu	d i n u
8819	tree	b44lumbu	muri	m u r i
8820	two	b44lumbu	oli	o l i
8821	urine	b44lumbu	masubə	m a s u b ə
8822	village	b44lumbu	bwaalə	b w a a l ə
8823	vomit	b44lumbu	uluɣə	u l u ɣ ə
8824	walk	b44lumbu	uwendə	u w e n d ə
8825	war	b44lumbu	mutsiiŋgu	m u ts i i ŋ g u
8826	water	b44lumbu	maambə	m a a m b ə
8827	wind	b44lumbu	peemu	p e e m u
8828	woman	b44lumbu	muɣeetu	m u ɣ e e t u
8829	animal	b501wanzie	ɲama	ɲ a m a
8830	arm	b501wanzie	ɣɔɔɣɔ	ɣ ɔ ɔ ɣ ɔ
8831	ashes	b501wanzie	lifutu	l i f u t u
8832	bark	b501wanzie	usuuŋgu	u s u u ŋ g u
8833	bed	b501wanzie	taaŋgi	t a a ŋ g i
8834	belly	b501wanzie	mooɲi	m o o ɲ i
8835	big	b501wanzie	uneni	u n e n i
8836	bird	b501wanzie	ɲori	ɲ o r i
8837	bite	b501wanzie	ukaɣa	u k a ɣ a
8838	blood	b501wanzie	makila	m a k i l a
8839	bone	b501wanzie	liβisi	l i β i s i
8840	breast	b501wanzie	libɛɛlɛ	l i b ɛ ɛ l ɛ
8841	burn	b501wanzie	uɲɛŋgisɛ	u ɲ ɛ ŋ g i s ɛ
8842	child	b501wanzie	mwaana	m w a a n a
8843	cloud	b501wanzie	liβoɣa	l i β o ɣ a
8844	count	b501wanzie	utala	u t a l a
8845	dew	b501wanzie	linɔɣɔ	l i n ɔ ɣ ɔ
8846	die	b501wanzie	ukwa	u k w a
8847	dog	b501wanzie	mvwaandi	m v w a a n d i
8848	drink	b501wanzie	uɲwa	u ɲ w a
8849	ear	b501wanzie	litswi	l i ts w i
8850	eat	b501wanzie	unza	u n z a
8851	elephant	b501wanzie	nzoku	n z o k u
8852	eye	b501wanzie	nziisu	n z i i s u
8853	fall	b501wanzie	u-bw-a	u b w a
8854	feather	b501wanzie	líca̍la̍	l i c a l a
8855	fingernail	b501wanzie	liɲara	l i ɲ a r a
8856	fire-wood	b501wanzie	museenza	m u s e e n z a
8857	fish	b501wanzie	tswi	ts w i
8858	five	b501wanzie	taanu	t a a n u
8859	fly	b501wanzie	ìdúmà¹à	i d u m a a
8860	four	b501wanzie	na	n a
8861	give	b501wanzie	uβɛ	u β ɛ
8862	ground, soil	b501wanzie	tɔtɔ	t ɔ t ɔ
8863	hair	b501wanzie	litsuɣi	l i ts u ɣ i
8864	head	b501wanzie	mutswɛ	m u ts w ɛ
8865	heart	b501wanzie	mutema	m u t e m a
8866	horn	b501wanzie	tseembu	ts e e m b u
8867	house	b501wanzie	nzɔ	n z ɔ
8868	hunger	b501wanzie	nzala	n z a l a
8869	iron	b501wanzie	utali	u t a l i
8870	kill	b501wanzie	uboma	u b o m a
8871	knee	b501wanzie	libɔɔŋgɔ	l i b ɔ ɔ ŋ g ɔ
8872	knife	b501wanzie	mbeeri	m b e e r i
8873	know	b501wanzie	uyaaβa	u j a a β a
8874	leaf	b501wanzie	likaya	l i k a j a
8875	leg	b501wanzie	ɣuulu	ɣ u u l u
8876	liver	b501wanzie	libali	l i b a l i
8877	louse	b501wanzie	tsina	ts i n a
8878	man	b501wanzie	libaala	l i b a a l a
8879	moon	b501wanzie	ŋgɔndɛ	ŋ g ɔ n d ɛ
8880	mouth	b501wanzie	muɲwa	m u ɲ w a
8881	name	b501wanzie	kuumbu	k u u m b u
8882	navel	b501wanzie	mutoru	m u t o r u
8883	neck	b501wanzie	likiiŋgu	l i k i i ŋ g u
8884	night	b501wanzie	piipi	p i i p i
8885	one	b501wanzie	mosi	m o s i
8886	person	b501wanzie	muutu	m u u t u
8887	rain	b501wanzie	mvulu	m v u l u
8888	road	b501wanzie	nzela	n z e l a
8889	root	b501wanzie	mukaŋgi	m u k a ŋ g i
8890	salt	b501wanzie	muŋgwa	m u ŋ g w a
8891	sand	b501wanzie	muɲɛɛŋgɛ	m u ɲ ɛ ɛ ŋ g ɛ
8892	see	b501wanzie	umɔnɔ	u m ɔ n ɔ
8893	send	b501wanzie	utoma	u t o m a
8894	shame	b501wanzie	bufutu	b u f u t u
8895	sing	b501wanzie	uyemba	u j e m b a
8896	skin	b501wanzie	mukɔβɔ	m u k ɔ β ɔ
8897	sky	b501wanzie	yulu	j u l u
8898	sleep	b501wanzie	tɔlɔ	t ɔ l ɔ
8899	snake	b501wanzie	taari	t a a r i
8900	spear	b501wanzie	musɔmɔ	m u s ɔ m ɔ
8901	steal	b501wanzie	uyiβa	u j i β a
8902	stone	b501wanzie	limaɲa	l i m a ɲ a
8903	sun	b501wanzie	litari	l i t a r i
8904	tail	b501wanzie	mukela	m u k e l a
8905	ten	b501wanzie	likumi	l i k u m i
8906	tongue	b501wanzie	lilimi	l i l i m i
8907	tooth	b501wanzie	nziiɲu	n z i i ɲ u
8908	two	b501wanzie	-ɔ̀:lɛ̀	ɔː l ɛ
8909	urine	b501wanzie	masuβu	m a s u β u
8910	vomit	b501wanzie	uloɣa	u l o ɣ a
8911	walk	b501wanzie	íyɛ́:ndɛ̀	i j ɛː n d ɛ
8912	water	b501wanzie	maamba	m a a m b a
8913	wind	b501wanzie	libuuŋgi	l i b u u ŋ g i
8914	woman	b501wanzie	mukaasu	m u k a a s u
8915	animal	b501wanzimo	ɲama	ɲ a m a
8916	arm	b501wanzimo	ɣɔɔɣɔ	ɣ ɔ ɔ ɣ ɔ
8917	ashes	b501wanzimo	mufutu	m u f u t u
8918	bark	b501wanzimo	usuuŋgu	u s u u ŋ g u
8919	bed	b501wanzimo	taŋgi	t a ŋ g i
8920	belly	b501wanzimo	mooɲi	m o o ɲ i
8921	big	b501wanzimo	bula	b u l a
8922	bird	b501wanzimo	ɲori	ɲ o r i
