ID	Concept	Doculect	Value	Tokens
9586	blood	b602kaninginord	togi	t o g i
9587	bone	b602kaninginord	duba	d u b a
9588	breast	b602kaninginord	biyele	b i j e l e
9589	burn	b602kaninginord	otʃuɣa	o tʃ u ɣ a
9590	child	b602kaninginord	mwana	m w a n a
9591	cloud	b602kaninginord	lebuuyu	l e b u u j u
9592	come	b602kaninginord	o-y-a	o j a
9593	count	b602kaninginord	otala	o t a l a
9594	dew	b602kaninginord	lenoɣo	l e n o ɣ o
9595	die	b602kaninginord	okwa	o k w a
9596	dog	b602kaninginord	mva	m v a
9597	drink	b602kaninginord	oŋwa	o ŋ w a
9598	ear	b602kaninginord	tʃu	tʃ u
9599	eat	b602kaninginord	odza	o dz a
9600	egg	b602kaninginord	keyi	k e j i
9601	elephant	b602kaninginord	ndʒoɣo	n dʒ o ɣ o
9602	eye	b602kaninginord	dyisi	d j i s i
9603	face	b602kaninginord	paaya	p a a j a
9604	fall	b602kaninginord	o-pat-aɣa	o p a t a ɣ a
9605	fat, oil	b602kaninginord	maari	m a a r i
9606	feather	b602kaninginord	letsala	l e ts a l a
9607	fingernail	b602kaninginord	leɲara	l e ɲ a r a
9608	fire	b602kaninginord	mbaa	m b a a
9609	fire-wood	b602kaninginord	lekuyu	l e k u j u
9610	fish	b602kaninginord	tʃu	tʃ u
9611	five	b602kaninginord	taani	t a a n i
9612	fly	b602kaninginord	odʒumaŋa	o dʒ u m a ŋ a
9613	four	b602kaninginord	nna	n n a
9614	give	b602kaninginord	ɔŋga	ɔ ŋ g a
9615	goat	b602kaninginord	taba	t a b a
9616	ground, soil	b602kaninginord	tsye	ts j e
9617	hair	b602kaninginord	lefu	l e f u
9618	head	b602kaninginord	motʃwe	m o tʃ w e
9619	hear	b602kaninginord	oyuɣa	o j u ɣ a
9620	heart	b602kaninginord	motima	m o t i m a
9621	horn	b602kaninginord	tsyemi	ts j e m i
9622	house	b602kaninginord	ndʒo	n dʒ o
9623	hunger	b602kaninginord	ndʒala	n dʒ a l a
9624	intestine	b602kaninginord	mola	m o l a
9625	iron	b602kaninginord	otsyeyi	o ts j e j i
9626	kill	b602kaninginord	obuma	o b u m a
9627	knee	b602kaninginord	buwo	b u w o
9628	knife	b602kaninginord	mbyeri	m b j e r i
9629	know	b602kaninginord	oyaaba	o j a a b a
9630	leaf	b602kaninginord	tʃuusu	tʃ u u s u
9631	leg	b602kaninginord	kuulu	k u u l u
9632	liver	b602kaninginord	lesoɣo	l e s o ɣ o
9633	louse	b602kaninginord	tʃina	tʃ i n a
9634	man	b602kaninginord	balaɣa	b a l a ɣ a
9635	moon	b602kaninginord	ngɔ́ndɔ̀	n g ɔ n d ɔ
9636	mouth	b602kaninginord	mwoɲa	m w o ɲ a
9637	name	b602kaninginord	kuumu	k u u m u
9638	navel	b602kaninginord	mokuma	m o k u m a
9639	neck	b602kaninginord	lekii	l e k i i
9640	night	b602kaninginord	ɸiibi	ɸ i i b i
9641	nose	b602kaninginord	yulu	j u l u
9642	one	b602kaninginord	mo	m o
9643	person	b602kaninginord	mwoto	m w o t o
9644	rain	b602kaninginord	mvula	m v u l a
9645	road	b602kaninginord	ndzila	n dz i l a
9646	root	b602kaninginord	mokaŋi	m o k a ŋ i
9647	salt	b602kaninginord	moŋgwa	m o ŋ g w a
9648	sand	b602kaninginord	mondʒeyi	m o n dʒ e j i
9649	see	b602kaninginord	omono	o m o n o
9650	send	b602kaninginord	otuma	o t u m a
9651	shame	b602kaninginord	befutu	b e f u t u
9652	sing	b602kaninginord	olima	o l i m a
9653	skin	b602kaninginord	mokobo	m o k o b o
9654	sky	b602kaninginord	yulu	j u l u
9655	sleep	b602kaninginord	tolo	t o l o
9656	smoke	b602kaninginord	dʒutuɣu	dʒ u t u ɣ u
9657	snake	b602kaninginord	taari	t a a r i
9658	spear	b602kaninginord	yuwo	j u w o
9659	steal	b602kaninginord	odziba	o dz i b a
9660	stone	b602kaninginord	maya	m a j a
9661	sun	b602kaninginord	muuyu	m u u j u
9662	tail	b602kaninginord	mokila	m o k i l a
9663	ten	b602kaninginord	kumu	k u m u
9664	three	b602kaninginord	tati	t a t i
9665	tongue	b602kaninginord	lepele	l e p e l e
9666	tooth	b602kaninginord	dʒiina	dʒ i i n a
9667	tree	b602kaninginord	moti	m o t i
9668	two	b602kaninginord	yuwolo	j u w o l o
9669	urine	b602kaninginord	musuba	m u s u b a
9670	village	b602kaninginord	puɣu	p u ɣ u
9671	vomit	b602kaninginord	oluɣa	o l u ɣ a
9672	walk	b602kaninginord	oye	o j e
9673	war	b602kaninginord	beta	b e t a
9674	water	b602kaninginord	mandza	m a n dz a
9675	wind	b602kaninginord	ofula	o f u l a
9676	woman	b602kaninginord	mokaasi	m o k a a s i
9677	animal	b602kaningisud	ɲama	ɲ a m a
9678	arm	b602kaningisud	kɔɔɣɔ	k ɔ ɔ ɣ ɔ
9679	ashes	b602kaningisud	lifutu	l i f u t u
9680	bark	b602kaningisud	kibu	k i b u
9681	bed	b602kaningisud	mbuɣa	m b u ɣ a
9682	belly	b602kaningisud	mwɔɲi	m w ɔ ɲ i
9683	big	b602kaningisud	mula	m u l a
9684	bird	b602kaningisud	ɲuni	ɲ u n i
9685	bite	b602kaningisud	kaga	k a g a
9686	blood	b602kaningisud	makila	m a k i l a
9687	bone	b602kaningisud	muwɔʃi	m u w ɔ ʃ i
9688	breast	b602kaningisud	bɛɛle	b ɛ ɛ l e
9689	burn	b602kaningisud	tʃuɣa	tʃ u ɣ a
9690	child	b602kaningisud	mwana	m w a n a
9691	cloud	b602kaningisud	libuuyi	l i b u u j i
9692	come	b602kaningisud	ya	j a
9693	count	b602kaningisud	tala	t a l a
9694	dew	b602kaningisud	munɔɣɔ	m u n ɔ ɣ ɔ
9695	die	b602kaningisud	kwa	k w a
9696	dog	b602kaningisud	mva	m v a
9697	drink	b602kaningisud	ɲwa	ɲ w a
9698	ear	b602kaningisud	tʃwi	tʃ w i
9699	eat	b602kaningisud	dʒa	dʒ a
9700	egg	b602kaningisud	bi	b i
9701	elephant	b602kaningisud	ndʒoɣo	n dʒ o ɣ o
9702	eye	b602kaningisud	dʒisi	dʒ i s i
9703	face	b602kaningisud	paya	p a j a
9704	fall	b602kaningisud	pat-aɣa	p a t a ɣ a
9705	fat, oil	b602kaningisud	maari	m a a r i
9706	feather	b602kaningisud	lisala	l i s a l a
9707	fingernail	b602kaningisud	kipfuti	k i p f u t i
9708	fire	b602kaningisud	mba	m b a
9709	fire-wood	b602kaningisud	likuyi	l i k u j i
9710	fish	b602kaningisud	tʃwi	tʃ w i
9711	five	b602kaningisud	taani	t a a n i
9712	fly	b602kaningisud	dʒumuna	dʒ u m u n a
9713	four	b602kaningisud	nna	n n a
9714	give	b602kaningisud	wɛɣɛ	w ɛ ɣ ɛ
9715	goat	b602kaningisud	taba	t a b a
9716	ground, soil	b602kaningisud	tʃiye	tʃ i j e
9717	hair	b602kaningisud	lipfu	l i p f u
9718	head	b602kaningisud	mutʃwe	m u tʃ w e
9719	hear	b602kaningisud	yuɣa	j u ɣ a
9720	heart	b602kaningisud	mutima	m u t i m a
9721	horn	b602kaningisud	tʃyemi	tʃ j e m i
9722	house	b602kaningisud	ndʒo	n dʒ o
9723	hunger	b602kaningisud	ndʒala	n dʒ a l a
9724	intestine	b602kaningisud	miila	m i i l a
9725	iron	b602kaningisud	kitali	k i t a l i
9726	kill	b602kaningisud	dʒuba	dʒ u b a
9727	knee	b602kaningisud	buwo	b u w o
9728	knife	b602kaningisud	mbyeri	m b j e r i
9729	know	b602kaningisud	yaaba	j a a b a
9730	leaf	b602kaningisud	tʃuusi	tʃ u u s i
9731	leg	b602kaningisud	kibɛɛle	k i b ɛ ɛ l e
9732	liver	b602kaningisud	lisoɣo	l i s o ɣ o
9733	louse	b602kaningisud	tʃina	tʃ i n a
9734	man	b602kaningisud	balaɣa	b a l a ɣ a
9735	moon	b602kaningisud	muwɛri	m u w ɛ r i
9736	mouth	b602kaningisud	muɲwa	m u ɲ w a
9737	name	b602kaningisud	kuumi	k u u m i
9738	navel	b602kaningisud	mukuma	m u k u m a
9739	neck	b602kaningisud	likii	l i k i i
9740	night	b602kaningisud	kipfuunu	k i p f u u n u
9741	nose	b602kaningisud	yulu	j u l u
9742	one	b602kaningisud	mɔ	m ɔ
9743	person	b602kaningisud	muutu	m u u t u
9744	rain	b602kaningisud	mvula	m v u l a
9745	road	b602kaningisud	ndʒila	n dʒ i l a
9746	root	b602kaningisud	mukaŋi	m u k a ŋ i
9747	salt	b602kaningisud	muŋgwa	m u ŋ g w a
9748	sand	b602kaningisud	munʃeyi	m u n ʃ e j i
9749	see	b602kaningisud	mɔnɔ	m ɔ n ɔ
9750	send	b602kaningisud	tuma	t u m a
9751	shame	b602kaningisud	bupfutu	b u p f u t u
9752	sing	b602kaningisud	yalaɣa	j a l a ɣ a
9753	skin	b602kaningisud	mukɔbɔ	m u k ɔ b ɔ
9754	sky	b602kaningisud	yulu	j u l u
9755	sleep	b602kaningisud	tɔlɔ	t ɔ l ɔ
9756	smoke	b602kaningisud	yuɣi	j u ɣ i
9757	snake	b602kaningisud	taari	t a a r i
9758	spear	b602kaningisud	yuwo	j u w o
9759	steal	b602kaningisud	mututa	m u t u t a
9760	stone	b602kaningisud	maɲa	m a ɲ a
9761	sun	b602kaningisud	muɲi	m u ɲ i
9762	tail	b602kaningisud	mukila	m u k i l a
9763	ten	b602kaningisud	mukumi	m u k u m i
9764	three	b602kaningisud	teti	t e t i
9765	tongue	b602kaningisud	lilimi	l i l i m i
9766	tooth	b602kaningisud	dʒina	dʒ i n a
9767	tree	b602kaningisud	muti	m u t i
9768	two	b602kaningisud	yuwolo	j u w o l o
9769	urine	b602kaningisud	maʃuba	m a ʃ u b a
9770	village	b602kaningisud	puɣu	p u ɣ u
9771	vomit	b602kaningisud	luɣa	l u ɣ a
9772	walk	b602kaningisud	ye	j e
9773	war	b602kaningisud	buta	b u t a
9774	water	b602kaningisud	madʒa	m a dʒ a
9775	wind	b602kaningisud	kifula	k i f u l a
9776	woman	b602kaningisud	mukaasi	m u k a a s i
9777	animal	b62mbaama	ɲama	ɲ a m a
9778	arm	b62mbaama	kwɔɔ	k w ɔ ɔ
9779	ashes	b62mbaama	owuru	o w u r u
9780	bark	b62mbaama	obu	o b u
9781	bed	b62mbaama	ntali	n t a l i
9782	belly	b62mbaama	muɔ̃	m u ɔ̃
9783	big	b62mbaama	otɛlɛ	o t ɛ l ɛ
9784	bird	b62mbaama	ɲwey	ɲ w e j
9785	bite	b62mbaama	otʃwa	o tʃ w a
9786	blood	b62mbaama	toyi	t o j i
9787	bone	b62mbaama	oyɛsi	o j ɛ s i
9788	breast	b62mbaama	byele	b j e l e
9789	burn	b62mbaama	otʃwa	o tʃ w a
9790	child	b62mbaama	mwana	m w a n a
9791	cloud	b62mbaama	leŋguri	l e ŋ g u r i
9792	come	b62mbaama	y-a	j a
9793	count	b62mbaama	otala	o t a l a
9794	dew	b62mbaama	tɔ	t ɔ
9795	die	b62mbaama	okwa	o k w a
9796	dog	b62mbaama	mvwa	m v w a
9797	drink	b62mbaama	oɲwa	o ɲ w a
9798	ear	b62mbaama	tʃwe	tʃ w e
9799	eat	b62mbaama	odʒa	o dʒ a
9800	egg	b62mbaama	be	b e
9801	elephant	b62mbaama	nʒɔɔ	n ʒ ɔ ɔ
9802	eye	b62mbaama	disi	d i s i
9803	face	b62mbaama	oliya	o l i j a
9804	fall	b62mbaama	o-v-a	o v a
9805	fat, oil	b62mbaama	maali	m a a l i
9806	feather	b62mbaama	lesala	l e s a l a
9807	fingernail	b62mbaama	ontoli	o n t o l i
9808	fire	b62mbaama	mbaa	m b a a
9809	fire-wood	b62mbaama	lekwi	l e k w i
9810	fish	b62mbaama	ntʃu	n tʃ u
9811	five	b62mbaama	taani	t a a n i
9812	fly	b62mbaama	oduma	o d u m a
9813	four	b62mbaama	na	n a
9814	give	b62mbaama	ompa	o m p a
9815	goat	b62mbaama	ntaba	n t a b a
9816	ground, soil	b62mbaama	ntʃye	n tʃ j e
9817	hair	b62mbaama	lempfu	l e m p f u
9818	head	b62mbaama	otʃwi	o tʃ w i
9819	hear	b62mbaama	oyuwa	o j u w a
9820	heart	b62mbaama	otema	o t e m a
9821	horn	b62mbaama	ntʃyemi	n tʃ j e m i
9822	house	b62mbaama	ndʒɔ	n dʒ ɔ
9823	hunger	b62mbaama	ndʒala	n dʒ a l a
9824	intestine	b62mbaama	ɲaa	ɲ a a
9825	iron	b62mbaama	ŋkɔsi	ŋ k ɔ s i
9826	kill	b62mbaama	obuma	o b u m a
9827	knee	b62mbaama	bvwo	b v w o
9828	knife	b62mbaama	ba	b a
9829	know	b62mbaama	oyiaba	o j i a b a
9830	leaf	b62mbaama	tʃwosi	tʃ w o s i
9831	leg	b62mbaama	obɛlɛ	o b ɛ l ɛ
9832	liver	b62mbaama	lesɔɔ	l e s ɔ ɔ
9833	louse	b62mbaama	ntʃina	n tʃ i n a
9834	man	b62mbaama	bala	b a l a
9835	moon	b62mbaama	ŋgɔndo	ŋ g ɔ n d o
9836	mouth	b62mbaama	oɲwa	o ɲ w a
9837	name	b62mbaama	ŋkwomi	ŋ k w o m i
9838	navel	b62mbaama	okuma	o k u m a
9839	neck	b62mbaama	ŋkii	ŋ k i i
9840	night	b62mbaama	lempibi	l e m p i b i
9841	nose	b62mbaama	yulu	j u l u
9842	one	b62mbaama	ɔmɔ	ɔ m ɔ
9843	person	b62mbaama	mvuru	m v u r u
9844	rain	b62mbaama	mvula	m v u l a
9845	road	b62mbaama	ndʒila	n dʒ i l a
9846	root	b62mbaama	okaŋga	o k a ŋ g a
9847	salt	b62mbaama	oŋgwa	o ŋ g w a
9848	sand	b62mbaama	onʒey	o n ʒ e j
9849	see	b62mbaama	omɔnɔ	o m ɔ n ɔ
9850	send	b62mbaama	otoma	o t o m a
9851	shame	b62mbaama	okuru	o k u r u
9852	sing	b62mbaama	oyima	o j i m a
9853	skin	b62mbaama	okaa	o k a a
9854	sky	b62mbaama	yulu	j u l u
9855	sleep	b62mbaama	tɔlɔ	t ɔ l ɔ
9856	smoke	b62mbaama	ywi	j w i
9857	snake	b62mbaama	ntaali	n t a a l i
9858	spear	b62mbaama	ywo	j w o
9859	steal	b62mbaama	oyuba	o j u b a
9860	stone	b62mbaama	kele	k e l e
9861	sun	b62mbaama	mwĩ	m w ĩ
9862	tail	b62mbaama	okila	o k i l a
9863	ten	b62mbaama	kumi	k u m i
9864	three	b62mbaama	tari	t a r i
9865	tongue	b62mbaama	lempele	l e m p e l e
9866	tooth	b62mbaama	dii	d i i
9867	tree	b62mbaama	oti	o t i
9868	two	b62mbaama	dʒyele	dʒ j e l e
9869	urine	b62mbaama	mye	m j e
9870	village	b62mbaama	mpuu	m p u u
9871	vomit	b62mbaama	olwa	o l w a
9872	walk	b62mbaama	oye	o j e
9873	war	b62mbaama	eta	e t a
9874	water	b62mbaama	andʒa	a n dʒ a
9875	wind	b62mbaama	mpyebe	m p j e b e
9876	woman	b62mbaama	okasi	o k a s i
9877	animal	b63ndumu	ɲama	ɲ a m a
9878	arm	b63ndumu	kwɔɣɔ	k w ɔ ɣ ɔ
9879	ashes	b63ndumu	efutu	e f u t u
9880	bark	b63ndumu	gipali	g i p a l i
9881	bed	b63ndumu	taari	t a a r i
9882	belly	b63ndumu	mwɔyi	m w ɔ j i
9883	big	b63ndumu	ola	o l a
9884	bird	b63ndumu	ɲoni	ɲ o n i
9885	bite	b63ndumu	gikaɣa	g i k a ɣ a
9886	blood	b63ndumu	osu	o s u
9887	bone	b63ndumu	giyesi	g i j e s i
9888	breast	b63ndumu	byɛlɛ	b j ɛ l ɛ
9889	burn	b63ndumu	gitsuɣa	g i ts u ɣ a
9890	child	b63ndumu	mwana	m w a n a
9891	cloud	b63ndumu	gidzii	g i dz i i
9892	come	b63ndumu	y-ara	j a r a
9893	count	b63ndumu	gitala	g i t a l a
9894	dew	b63ndumu	nɔɣɔ	n ɔ ɣ ɔ
9895	die	b63ndumu	gikwa	g i k w a
9896	dog	b63ndumu	mva	m v a
9897	drink	b63ndumu	giɲwa	g i ɲ w a
9898	ear	b63ndumu	tʃwi	tʃ w i
9899	eat	b63ndumu	gidza	g i dz a
9900	egg	b63ndumu	bi	b i
9901	elephant	b63ndumu	ndʒɔɣɔ	n dʒ ɔ ɣ ɔ
9902	eye	b63ndumu	dziisi	dz i i s i
9903	face	b63ndumu	mbuuyu	m b u u j u
9904	fall	b63ndumu	gi-pat-ara	g i p a t a r a
9905	fat, oil	b63ndumu	maari	m a a r i
9906	feather	b63ndumu	litsala	l i ts a l a
9907	fingernail	b63ndumu	gitori	g i t o r i
9908	fire	b63ndumu	mbaa	m b a a
9909	fire-wood	b63ndumu	likuyu	l i k u j u
9910	fish	b63ndumu	tʃwi	tʃ w i
9911	five	b63ndumu	taani	t a a n i
9912	fly	b63ndumu	gidʒumaŋa	g i dʒ u m a ŋ a
9913	four	b63ndumu	na	n a
9914	give	b63ndumu	giŋga	g i ŋ g a
9915	goat	b63ndumu	taba	t a b a
9916	ground, soil	b63ndumu	tsiye	ts i j e
9917	hair	b63ndumu	lipfu	l i p f u
9918	head	b63ndumu	otʃwɛ	o tʃ w ɛ
9919	hear	b63ndumu	giyuɣa	g i j u ɣ a
9920	heart	b63ndumu	otima	o t i m a
9921	horn	b63ndumu	tsyemi	ts j e m i
9922	house	b63ndumu	ndʒo	n dʒ o
9923	hunger	b63ndumu	ndzala	n dz a l a
9924	intestine	b63ndumu	mwaɣa	m w a ɣ a
9925	iron	b63ndumu	kɔsɔ	k ɔ s ɔ
9926	kill	b63ndumu	gibuma	g i b u m a
9927	knee	b63ndumu	buwɔ	b u w ɔ
9928	knife	b63ndumu	mbiyeri	m b i j e r i
9929	know	b63ndumu	giyaaba	g i j a a b a
9930	leaf	b63ndumu	litʃuusu	l i tʃ u u s u
9931	leg	b63ndumu	gibɛlɛ	g i b ɛ l ɛ
9932	liver	b63ndumu	lisɔɣɔ	l i s ɔ ɣ ɔ
9933	louse	b63ndumu	tsina	ts i n a
9934	man	b63ndumu	balaɣa	b a l a ɣ a
9935	moon	b63ndumu	ŋgɔndo	ŋ g ɔ n d o
9936	mouth	b63ndumu	oɲwa	o ɲ w a
9937	name	b63ndumu	kuumu	k u u m u
9938	navel	b63ndumu	okuuma	o k u u m a
9939	neck	b63ndumu	litsii	l i ts i i
9940	night	b63ndumu	gipfuunu	g i p f u u n u
9941	nose	b63ndumu	yulu	j u l u
9942	one	b63ndumu	mɔ	m ɔ
9943	person	b63ndumu	muutu	m u u t u
9944	rain	b63ndumu	mvula	m v u l a
9945	road	b63ndumu	ndzila	n dz i l a
9946	root	b63ndumu	okaŋa	o k a ŋ a
9947	salt	b63ndumu	oŋgwa	o ŋ g w a
9948	sand	b63ndumu	oɲe	o ɲ e
9949	see	b63ndumu	gimɔnɔ	g i m ɔ n ɔ
9950	send	b63ndumu	gituma	g i t u m a
9951	shame	b63ndumu	opfutu	o p f u t u
9952	sing	b63ndumu	giyima	g i j i m a
9953	skin	b63ndumu	okobo	o k o b o
9954	sky	b63ndumu	yulu	j u l u
9955	sleep	b63ndumu	tɔlɔ	t ɔ l ɔ
9956	smoke	b63ndumu	dʒutuɣu	dʒ u t u ɣ u
9957	snake	b63ndumu	taari	t a a r i
9958	spear	b63ndumu	yuwo	j u w o
9959	steal	b63ndumu	gidziba	g i dz i b a
9960	stone	b63ndumu	kele	k e l e
9961	sun	b63ndumu	muuyu	m u u j u
9962	tail	b63ndumu	okila	o k i l a
9963	ten	b63ndumu	kuumu	k u u m u
9964	three	b63ndumu	tati	t a t i
9965	tongue	b63ndumu	kita	k i t a
9966	tooth	b63ndumu	dziini	dz i i n i
9967	tree	b63ndumu	oti	o t i
9968	two	b63ndumu	yuwolo	j u w o l o
9969	urine	b63ndumu	meyi	m e j i
9970	village	b63ndumu	puɣu	p u ɣ u
9971	vomit	b63ndumu	giluɣa	g i l u ɣ a
9972	walk	b63ndumu	gilaana	g i l a a n a
9973	war	b63ndumu	eta	e t a
9974	water	b63ndumu	andza	a n dz a
9975	wind	b63ndumu	gifula	g i f u l a
9976	woman	b63ndumu	okaasi	o k a a s i
9977	animal	b701atsitsege	ɲama	ɲ a m a
9978	arm	b701atsitsege	kwɔkɔ	k w ɔ k ɔ
9979	ashes	b701atsitsege	lifutu	l i f u t u
9980	bark	b701atsitsege	kiʃu	k i ʃ u
9981	bed	b701atsitsege	ntali	n t a l i
9982	belly	b701atsitsege	mɔɲi	m ɔ ɲ i
9983	big	b701atsitsege	ula	u l a
9984	bird	b701atsitsege	ŋwini	ŋ w i n i
9985	bite	b701atsitsege	kikaka	k i k a k a
9986	blood	b701atsitsege	makila	m a k i l a
9987	bone	b701atsitsege	uwisi	u w i s i
9988	breast	b701atsitsege	byɛlɛ	b j ɛ l ɛ
9989	burn	b701atsitsege	kitʃuka	k i tʃ u k a
9990	child	b701atsitsege	mana	m a n a
9991	cloud	b701atsitsege	libuyi	l i b u j i
9992	come	b701atsitsege	ki-y-a	k i j a
9993	count	b701atsitsege	kitala	k i t a l a
9994	dew	b701atsitsege	linɔkɔ	l i n ɔ k ɔ
9995	die	b701atsitsege	kikwa	k i k w a
9996	dog	b701atsitsege	mva	m v a
9997	drink	b701atsitsege	kiɲwa	k i ɲ w a
9998	ear	b701atsitsege	tʃwi	tʃ w i
9999	eat	b701atsitsege	kidʒa	k i dʒ a
10000	egg	b701atsitsege	bi	b i
10001	elephant	b701atsitsege	ndʒɔkɔ	n dʒ ɔ k ɔ
10002	eye	b701atsitsege	dʒiisi	dʒ i i s i
10003	face	b701atsitsege	mpaya	m p a j a
10004	fall	b701atsitsege	ki-bv-a	k i b v a
10005	fat, oil	b701atsitsege	maali	m a a l i
10006	feather	b701atsitsege	lisala	l i s a l a
10007	fingernail	b701atsitsege	liɲala	l i ɲ a l a
10008	fire	b701atsitsege	mbaa	m b a a
10009	fire-wood	b701atsitsege	likwi	l i k w i
10010	fish	b701atsitsege	ntʃwi	n tʃ w i
10011	five	b701atsitsege	taani	t a a n i
10012	fly	b701atsitsege	kidʒeneŋa	k i dʒ e n e ŋ a
10013	four	b701atsitsege	na	n a
10014	give	b701atsitsege	kiwa	k i w a
10015	goat	b701atsitsege	ntaba	n t a b a
10016	ground, soil	b701atsitsege	ntʃiye	n tʃ i j e
10017	hair	b701atsitsege	lifu	l i f u
10018	head	b701atsitsege	utʃwɛ	u tʃ w ɛ
10019	hear	b701atsitsege	kiyuka	k i j u k a
10020	heart	b701atsitsege	utima	u t i m a
10021	horn	b701atsitsege	ntʃiimi	n tʃ i i m i
10022	house	b701atsitsege	ndʒɔ	n dʒ ɔ
10023	hunger	b701atsitsege	ndʒala	n dʒ a l a
10024	intestine	b701atsitsege	ula	u l a
10025	iron	b701atsitsege	kitali	k i t a l i
10026	kill	b701atsitsege	kidʒuba	k i dʒ u b a
10027	knee	b701atsitsege	buwo	b u w o
10028	knife	b701atsitsege	mbiili	m b i i l i
10029	know	b701atsitsege	kiyaaba	k i j a a b a
10030	leaf	b701atsitsege	tʃwisi	tʃ w i s i
10031	leg	b701atsitsege	kuulu	k u u l u
10032	liver	b701atsitsege	lisɔkɔ	l i s ɔ k ɔ
10033	louse	b701atsitsege	ntʃina	n tʃ i n a
10034	man	b701atsitsege	balaka	b a l a k a
10035	moon	b701atsitsege	ntʃwi	n tʃ w i
10036	mouth	b701atsitsege	uɲwa	u ɲ w a
10037	name	b701atsitsege	ŋkumi	ŋ k u m i
10038	navel	b701atsitsege	ukuma	u k u m a
10039	neck	b701atsitsege	ŋkii	ŋ k i i
10040	night	b701atsitsege	mpiibi	m p i i b i
10041	nose	b701atsitsege	yulu	j u l u
10042	one	b701atsitsege	mɔ	m ɔ
10043	person	b701atsitsege	mutu	m u t u
10044	rain	b701atsitsege	mvula	m v u l a
10045	road	b701atsitsege	ndʒila	n dʒ i l a
10046	root	b701atsitsege	udʒwa	u dʒ w a
10047	salt	b701atsitsege	uŋgba	u ŋ g b a
10048	sand	b701atsitsege	kisiyi	k i s i j i
10049	see	b701atsitsege	kimɔnɔ	k i m ɔ n ɔ
10050	send	b701atsitsege	kituma	k i t u m a
10051	shame	b701atsitsege	bipfutu	b i p f u t u
10052	sing	b701atsitsege	kiyima	k i j i m a
10053	skin	b701atsitsege	ukɔbɔ	u k ɔ b ɔ
10054	sky	b701atsitsege	yulu	j u l u
10055	sleep	b701atsitsege	tɔlɔ	t ɔ l ɔ
10056	smoke	b701atsitsege	yuki	j u k i
10057	snake	b701atsitsege	ntaali	n t a a l i
10058	spear	b701atsitsege	yuwo	j u w o
10059	steal	b701atsitsege	kituta	k i t u t a
10060	stone	b701atsitsege	maɲa	m a ɲ a
10061	sun	b701atsitsege	mi	m i
10062	tail	b701atsitsege	ukila	u k i l a
10063	ten	b701atsitsege	kuumi	k u u m i
10064	three	b701atsitsege	titi	t i t i
10065	tongue	b701atsitsege	liŋkita	l i ŋ k i t a
10066	tooth	b701atsitsege	dʒiini	dʒ i i n i
10067	tree	b701atsitsege	uti	u t i
10068	two	b701atsitsege	byele	b j e l e
10069	urine	b701atsitsege	maʃuba	m a ʃ u b a
10070	village	b701atsitsege	bila	b i l a
10071	vomit	b701atsitsege	kiluka	k i l u k a
10072	walk	b701atsitsege	kiye	k i j e
10073	war	b701atsitsege	mvulu	m v u l u
10074	water	b701atsitsege	madʒa	m a dʒ a
10075	wind	b701atsitsege	kifula	k i f u l a
10076	woman	b701atsitsege	ukasi	u k a s i
10215	animal	b71atekedj	ɲama	ɲ a m a
10216	arm	b71atekedj	kwɔɣɔ	k w ɔ ɣ ɔ
10217	ashes	b71atekedj	lafuru	l a f u r u
10218	bark	b71atekedj	kabana	k a b a n a
10219	bed	b71atekedj	ntari	n t a r i
10220	belly	b71atekedj	muwi	m u w i
10221	big	b71atekedj	otɛlɛ	o t ɛ l ɛ
10222	bird	b71atekedj	ɲoni	ɲ o n i
10223	bite	b71atekedj	katʃwa	k a tʃ w a
10224	blood	b71atekedj	kila	k i l a
10225	bone	b71atekedj	kayiri	k a j i r i
10226	breast	b71atekedj	byele	b j e l e
10227	burn	b71atekedj	kabua	k a b u a
10228	child	b71atekedj	mwana	m w a n a
10229	cloud	b71atekedj	kayuba	k a j u b a
10230	come	b71atekedj	ka-y-a	k a j a
10231	count	b71atekedj	katala	k a t a l a
10232	dew	b71atekedj	tɔɣɔ	t ɔ ɣ ɔ
10233	die	b71atekedj	kakwa	k a k w a
10234	dog	b71atekedj	mva	m v a
10235	drink	b71atekedj	kaɲwa	k a ɲ w a
10236	ear	b71atekedj	tʃwi	tʃ w i
10237	eat	b71atekedj	kadʒa	k a dʒ a
10238	egg	b71atekedj	bi	b i
10239	elephant	b71atekedj	nʒɔɣɔ	n ʒ ɔ ɣ ɔ
10240	eye	b71atekedj	dʒiri	dʒ i r i
10241	face	b71atekedj	kali	k a l i
10242	fall	b71atekedj	ka-v-a	k a v a
10243	fat, oil	b71atekedj	mbari	m b a r i
10244	feather	b71atekedj	lasala	l a s a l a
10245	fingernail	b71atekedj	kantori	k a n t o r i
10246	fire	b71atekedj	mbaa	m b a a
10247	fire-wood	b71atekedj	lakwi	l a k w i
10248	fish	b71atekedj	ntʃu	n tʃ u
10249	five	b71atekedj	taani	t a a n i
10250	fly	b71atekedj	kadʒumuŋa	k a dʒ u m u ŋ a
10251	four	b71atekedj	nna	n n a
10252	give	b71atekedj	kapa	k a p a
10253	goat	b71atekedj	ntaba	n t a b a
10254	ground, soil	b71atekedj	ntʃiye	n tʃ i j e
10255	hair	b71atekedj	lafu	l a f u
10256	head	b71atekedj	otʃwi	o tʃ w i
10257	hear	b71atekedj	kayuɣa	k a j u ɣ a
